Topic,Top Terms,AI-related Terms Count
6036,"breadbasket, grain, cereals, food, silos, slightest, confusion, defends, pure, destroys",1
6037,"attractive, obtained, regionally, regions, nine, respective, globally, presence, region, aware",1
6048,"idai, cyclones, kenneth, cyclone, cyclically, mozambique, chalane, dineo, guambe, eloise",1
6049,"unabated, surpassed, racist, appeals, attitude, numerous, constitutes, unless, failed, continues",1
6051,"chapter, norms, norm, vii, vi, setting, reflection, ultimately, binding, provisions",1
6060,"summit, millennium, father, convening, worked, grave, offer, called, play, vision",1
6063,"epochal, summits, defunct, millennium, summit, wonder, pass, generated, fulfilled, realize",1
6073,"2050, 2035, vision, outlines, unifying, darussalam, brunei, covering, anchored, 2030",1
6074,"augment, programmes, 1981, drafting, gained, translate, intended, cooperation, programme, date",1
6080,"morales, evo, ayma, aima, aymara, belittle, fernández, andean, backbone, accusations",1
6084,"horn, famine, stalks, starvation, riots, precipitated, epidemics, hit, latest, wake",1
6088,"sixty, second, president, assembly, general, at, its, as, of, the",1
6089,"mapped, associate, wishing, him, secretary, guiding, success, wish, commend, general",1
6103,"mh, airlines, flight, downing, netherlands, malaysia, 2166, 17, 298, grieving",1
6105,"roof, rooftops, existent, slogan, head, attained, housing, turned, sound, threatened",1
6107,"rostrum, 61, mixed, addressed, patience, lot, inform, 2003, came, assembly",1
6110,"aggression, provocations, menaces, crush, military, resorted, militarily, attacking, damaged, fails",1
6113,"timor, unmit, unamet, oversaw, leste, mission, integrated, complacent, missions, ii",1
6121,"son, illustrious, distinguished, devotion, sons, helm, falls, visionary, delighted, presiding",1
6130,"baabda, invaluable, extended, assistance, generous, support, week, recovery, provided, providing",1
6132,"exponential, exponentially, frighteningly, wait, backdrop, grown, dimensions, material, assume, burden",1
6133,"fly, zones, jarabulus, zone, crescent, inhabitants, baseless, electrical, constructed, aircraft",1
6135,"sovereignty, reinstate, regain, restoration, recover, heights, pending, golan, initial, preserve",1
6141,"spread, disease, compounding, containment, gesture, controlling, clash, stem, deadly, owing",1
6142,"committee, distinguishing, deliberating, 24, third, questions, week, assembly, general, second",1
6143,"laden, osama, bin, qaeda, infamous, praised, andean, abhorrent, 1996, dismantling",1
6147,"terrorized, brand, terrorists, lethal, alarm, compatriots, exploited, targeting, target, civilized",1
6149,"logistical, financial, grant, bridge, provide, material, commit, urgently, technical, community",1
6151,"attainment, millennium, goals, development, other, of, the, are, in, ",1
6155,"talks, disappointing, failure, regrets, breakdown, yielded, abandoned, relative, regret, upcoming",1
6157,"subjugating, capricious, extinguish, unconventional, unreasonable, refraining, countered, plunder, denounced, fidel",1
6158,"transfer, transfers, technology, investment, unrealized, underpinned, ensured, ldcs, direct, thinking",1
6167,"kosovo, albanians, cleansed, udi, deliberating, reluctance, electing, incentive, confirms, electoral",1
6169,"challenge, tasks, sustainable, challenges, serious, addressing, facing, development, each, achieving",1
6173,"heights, kneels, lingala, prettier, unimagined, stairs, undof, tall, height, phrase",1
6180,"rostrum, invite, assert, compel, claim, spoke, collaboration, worldwide, friendly, represent",1
6182,"agriculture, food, organization, united, and, of, the, by, , ",1
6184,"deployed, deployment, disappointed, deploy, union, machinery, troop, mandated, continuously, african",1
6185,"legitimate, legitimately, representative, function, elected, claims, functioning, government, bodies, include",1
6200,"governance, allowing, sustain, hands, core, confident, improve, does, rule, context",1
6201,"untied, aid, food, extra, purchasing, canadian, cash, substitute, shifting, emergency",1
6205,"clandestine, antics, filthy, sustains, ltte, divisive, sophisticated, dismantling, investigate, indiscriminate",1
6211,"interconnectivity, interconnection, intermingling, interconnecting, interconnections, bottleneck, computer, vivid, demonstration, connectivity",1
6212,"operandi, urgent, solving, priority, organization, turning, bodies, single, priorities, light",1
6213,"forward, way, wait, go, came, shown, understanding, am, cannot, some",1
6214,"presidency, sixty, third, fourth, assembly, general, at, its, of, the",1
6216,"reoccur, happening, again, actually, happened, that, , , , ",1
6220,"accidents, crashes, accident, installations, gravely, endanger, viability, incidence, traffic, technological",1
6222,"monterrey, bargain, commitments, struck, mind, made, partnership, undertaken, line, determined",1
6230,"fostering, foster, roles, proactive, useful, sustain, pre, accelerate, conditions, courage",1
6233,"documents, manuals, biennial, designate, document, studying, communiqué, 55, contained, reference",1
6237,"representation, representativeness, expanding, enhanced, council, furthermore, fair, increasing, security, does",1
6239,"forcing, hamper, inevitably, opened, final, aim, moreover, hold, demand, imposed",1
6240,"glaciers, alpine, melting, pamir, snowcaps, snowfields, greenland, ensuing, combine, creates",1
6245,"arab, isis, unfortunate, issued, linked, maintenance, protecting, attack, consider, concerns",1
6248,"coordinating, standardizing, functions, plays, reinforce, consolidating, merely, raise, mutually, sought",1
6253,"vision, cuts, eye, recall, spite, budget, conclusion, each, why, wish",1
6261,"obligations, spouses, commitments, sincerity, stemming, honouring, reflecting, generous, becomes, thinking",1
6262,"proud, raft, feat, affiliation, entrench, hail, colour, embracing, whereas, existed",1
6270,"answer, question, deeply, provide, important, this, more, the, , ",1
6271,"external, internal, driven, combination, fuelled, hostage, essentially, sources, concepts, internally",1
6273,"288, 60, 825, strategy, counter, contains, resolution, promoted, terrorism, provides",1
6281,"attained, beget, rarely, anarchy, misery, notably, predictable, tried, extent, although",1
6284,"found, impatiently, late, tomorrow, await, soon, too, direction, enable, share",1
6285,"sids, contends, blights, symptom, unfairly, marginalize, responds, delayed, bears, honest",1
6286,"bangura, sexual, zainab, quebec, graphic, abuses, ms, daesh, survivors, violence",1
6287,"unsustainable, drift, ecologically, indefensible, undemocratic, intolerable, damaging, morally, equivalent, exclusive",1
6290,"cooking, food, steadfastly, maximize, stories, availability, skill, faster, fabric, ordinary",1
6298,"sir, election, your, presidency, president, general, on, as, of, the",1
6301,"entailing, provoke, unspeakable, mounting, turbulence, crises, simultaneously, dimension, marked, questions",1
6306,"maoist, maoists, leninists, socialists, marxist, combatants, infiltration, insurgency, consequent, mainstream",1
6307,"preparedness, accruing, paradigms, encompassing, optimal, mitigating, whereby, prepared, raising, procedures",1
6311,"assimilates, modernized, stereotypes, trampled, granting, laws, female, empower, gender, women",1
6314,"fertilization, remake, tapestry, reunite, template, painstakingly, arrogant, 21st, legitimize, fits",1
6317,"enlargement, enlarging, arming, expansion, retain, enlarged, aspect, combined, expanding, try",1
6319,"divides, divide, separate, clearest, legitimately, unites, deepen, persist, delay, price",1
6320,"refer, reference, mention, suggest, fail, context, stated, occasion, furthermore, finally",1
6325,"homogenous, imbue, organisms, hanging, flesh, fervently, micro, humankind, creates, whole",1
6336,"welcoming, ecstatic, bereft, eagerly, commended, languages, looking, flexible, oriented, denied",1
6337,"decarbonized, transformative, authoritarianisms, electrifying, windfall, irrigating, lenders, evince, countercyclical, reconfigure",1
6338,"intercultural, interreligious, interfaith, predicaments, relaunching, instituted, understanding, saw, practical, coexistence",1
6343,"resolved, imminent, isolation, worked, gives, provisions, resolving, problem, pursue, addressed",1
6345,"subsidies, protectionist, protectionism, unjustifiably, barriers, distorting, constrained, richer, granted, heavy",1
6349,"bulgaria, unicef, tafrov, disabilities, deinstitutionalization, stefan, sofia, boards, chair, children",1
6351,"dread, governments, prioritized, communities, everywhere, seriously, faith, agencies, across, recognize",1
6362,"cholera, haiti, 753, discomforting, perceptible, recompense, introduction, lamentable, remedying, peacekeepers",1
6363,"simultaneous, simultaneously, differ, assessed, earnestly, detailed, arrived, endeavours, highlights, discussing",1
6365,"authority, authoritative, grants, weaken, effectiveness, relevance, positions, organization, connection, unity",1
6366,"inadequate, uninspiring, stormy, grossly, explained, symptoms, lacking, minimum, fallen, impetus",1
6368,"grenada, commercial, cuba, embargo, removal, references, counterproductivity, promulgates, clarion, condones",1
6395,"thematic, debates, initiating, agendas, stock, organize, convene, element, convening, discussion",1
6398,"hotbeds, persistence, hot, resurgence, spot, underestimate, harsh, midst, acknowledged, furthermore",1
6406,"passages, encapsulated, opening, speech, sounding, inaugural, sadness, academic, subjects, university",1
6408,"hasten, completed, proper, add, ours, option, sufficient, certainly, individual, recognized",1
6411,"shortage, shortages, torrential, acute, impending, food, hit, causing, experiencing, supply",1
6415,"personal, appreciated, assured, commitment, secretary, shown, commend, general, whose, strong",1
6422,"pluralist, legislative, equals, pluralistic, supposed, formation, ratify, remained, statute, shows",1
6424,"excluding, excluded, exclude, traditionally, horizons, excuse, obviously, definition, include, model",1
6427,"analysed, ripe, awaiting, surely, discussed, settle, ours, late, front, occasion",1
6433,"delicate, juncture, explained, careful, patience, extremely, entered, phenomena, highlight, experiencing",1
6436,"unrwa, works, near, agency, relief, refugees, naturalized, withhold, pending, palestine",1
6438,"atolls, sinking, knowledgeably, atoll, forbears, empathizes, eaten, narrowest, coral, extinct",1
6440,"islam, islamophobia, pairs, satan, worshipping, burnings, sadistic, desecrating, pervert, vilification",1
6442,"illicit, light, arms, trace, collect, traffic, availability, small, weapons, globally",1
6455,"deserved, tribute, tributes, singing, pay, homage, warm, paid, conclude, him",1
6458,"instability, spirals, fuelling, violence, threatening, spiral, immune, break, italy, characterized",1
